id_registro_asistencia,id_empleado,nombre_y_apellido_empleado,fecha,hora_entrada,hora_salida,entrada_minutos,salida_minutos,ausente,ausencias_consecutivas,llegadas_tarde_consecutivas,salidas_tempranas_consecutivas
351,12,Mateo Ruiz,2025-03-21,08:10,17:00,490,1020,0,0,0,0
352,12,Mateo Ruiz,2025-03-22,08:05,17:00,485,1020,0,0,0,0
353,12,Mateo Ruiz,2025-03-23,08:10,17:00,490,1020,0,0,0,0
354,12,Mateo Ruiz,2025-03-24,08:10,17:00,490,1020,0,0,0,0
355,12,Mateo Ruiz,2025-03-25,08:00,16:30,480,990,0,0,0,1
356,12,Mateo Ruiz,2025-03-26,08:00,17:00,480,1020,0,0,0,0
357,12,Mateo Ruiz,2025-03-27,08:10,17:00,490,1020,0,0,0,0
358,12,Mateo Ruiz,2025-03-28,08:10,17:00,490,1020,0,0,0,0
359,12,Mateo Ruiz,2025-03-29,08:10,17:00,490,1020,0,0,0,0
360,12,Mateo Ruiz,2025-03-30,08:10,15:30,490,930,0,0,0,1
361,13,Camila Castro,2025-03-01,08:10,17:00,490,1020,0,0,0,0
362,13,Camila Castro,2025-03-02,08:10,17:00,490,1020,0,0,0,0
363,13,Camila Castro,2025-03-03,08:00,17:00,480,1020,0,0,0,0
364,13,Camila Castro,2025-03-04,08:05,17:00,485,1020,0,0,0,0
365,13,Camila Castro,2025-03-05,08:05,17:00,485,1020,0,0,0,0
366,13,Camila Castro,2025-03-06,08:10,17:00,490,1020,0,0,0,0
367,13,Camila Castro,2025-03-07,08:10,17:00,490,1020,0,0,0,0
368,13,Camila Castro,2025-03-08,08:10,17:00,490,1020,0,0,0,0
369,13,Camila Castro,2025-03-09,,,0,0,1,1,0,0
370,13,Camila Castro,2025-03-10,,,0,0,1,2,0,0
371,13,Camila Castro,2025-03-11,08:00,14:00,480,840,0,0,0,1
372,13,Camila Castro,2025-03-12,08:10,17:00,490,1020,0,0,0,0
373,13,Camila Castro,2025-03-13,,,0,0,1,1,0,0
374,13,Camila Castro,2025-03-14,08:00,16:00,480,960,0,0,0,1
375,13,Camila Castro,2025-03-15,08:05,17:00,485,1020,0,0,0,0
376,13,Camila Castro,2025-03-16,08:10,17:00,490,1020,0,0,0,0
377,13,Camila Castro,2025-03-17,,,0,0,1,1,0,0
378,13,Camila Castro,2025-03-18,08:15,17:00,495,1020,0,0,1,0
379,13,Camila Castro,2025-03-19,08:10,17:00,490,1020,0,0,0,0
380,13,Camila Castro,2025-03-20,08:10,15:30,490,930,0,0,0,1
381,13,Camila Castro,2025-03-21,08:10,15:30,490,930,0,0,0,2
382,13,Camila Castro,2025-03-22,08:00,17:00,480,1020,0,0,0,0
383,13,Camila Castro,2025-03-23,08:00,17:00,480,1020,0,0,0,0
384,13,Camila Castro,2025-03-24,08:10,16:30,490,990,0,0,0,1
385,13,Camila Castro,2025-03-25,08:05,17:00,485,1020,0,0,0,0
386,13,Camila Castro,2025-03-26,,,0,0,1,1,0,0
387,13,Camila Castro,2025-03-27,,,0,0,1,2,0,0
388,13,Camila Castro,2025-03-28,08:05,17:00,485,1020,0,0,0,0
389,13,Camila Castro,2025-03-29,08:10,17:00,490,1020,0,0,0,0
390,13,Camila Castro,2025-03-30,,,0,0,1,1,0,0
391,14,Sebastián Vega,2025-03-01,08:00,15:30,480,930,0,0,0,1
392,14,Sebastián Vega,2025-03-02,08:05,17:00,485,1020,0,0,0,0
393,14,Sebastián Vega,2025-03-03,08:10,17:00,490,1020,0,0,0,0
394,14,Sebastián Vega,2025-03-04,08:05,17:00,485,1020,0,0,0,0
395,14,Sebastián Vega,2025-03-05,08:05,17:00,485,1020,0,0,0,0
396,14,Sebastián Vega,2025-03-06,,,0,0,1,1,0,0
397,14,Sebastián Vega,2025-03-07,08:45,17:00,525,1020,0,0,1,0
398,14,Sebastián Vega,2025-03-08,08:10,17:00,490,1020,0,0,0,0
399,14,Sebastián Vega,2025-03-09,08:00,14:15,480,855,0,0,0,1
400,14,Sebastián Vega,2025-03-10,08:00,17:00,480,1020,0,0,0,0
401,14,Sebastián Vega,2025-03-11,,,0,0,1,1,0,0
402,14,Sebastián Vega,2025-03-12,08:00,17:00,480,1020,0,0,0,0
403,14,Sebastián Vega,2025-03-13,08:10,17:00,490,1020,0,0,0,0
404,14,Sebastián Vega,2025-03-14,10:45,17:00,645,1020,0,0,1,0
405,14,Sebastián Vega,2025-03-15,08:10,17:00,490,1020,0,0,0,0
406,14,Sebastián Vega,2025-03-16,08:00,16:00,480,960,0,0,0,1
407,14,Sebastián Vega,2025-03-17,08:00,17:00,480,1020,0,0,0,0
408,14,Sebastián Vega,2025-03-18,08:00,17:00,480,1020,0,0,0,0
409,14,Sebastián Vega,2025-03-19,08:00,17:00,480,1020,0,0,0,0
410,14,Sebastián Vega,2025-03-20,08:10,17:00,490,1020,0,0,0,0
411,14,Sebastián Vega,2025-03-21,08:05,17:00,485,1020,0,0,0,0
412,14,Sebastián Vega,2025-03-22,08:00,17:00,480,1020,0,0,0,0
413,14,Sebastián Vega,2025-03-23,,,0,0,1,1,0,0
414,14,Sebastián Vega,2025-03-24,,,0,0,1,2,0,0
415,14,Sebastián Vega,2025-03-25,08:10,17:00,490,1020,0,0,0,0
416,14,Sebastián Vega,2025-03-26,,,0,0,1,1,0,0
417,14,Sebastián Vega,2025-03-27,08:10,17:00,490,1020,0,0,0,0
418,14,Sebastián Vega,2025-03-28,08:00,17:00,480,1020,0,0,0,0
419,14,Sebastián Vega,2025-03-29,08:00,17:00,480,1020,0,0,0,0
420,14,Sebastián Vega,2025-03-30,08:05,17:00,485,1020,0,0,0,0
421,15,Martina Navarro,2025-03-01,08:00,17:00,480,1020,0,0,0,0
422,15,Martina Navarro,2025-03-02,,,0,0,1,1,0,0
423,15,Martina Navarro,2025-03-03,08:10,17:00,490,1020,0,0,0,0
424,15,Martina Navarro,2025-03-04,10:30,17:00,630,1020,0,0,1,0
425,15,Martina Navarro,2025-03-05,,,0,0,1,1,0,0
426,15,Martina Navarro,2025-03-06,08:00,17:00,480,1020,0,0,0,0
427,15,Martina Navarro,2025-03-07,08:05,17:00,485,1020,0,0,0,0
428,15,Martina Navarro,2025-03-08,09:45,17:00,585,1020,0,0,1,0
429,15,Martina Navarro,2025-03-09,09:15,17:00,555,1020,0,0,2,0
430,15,Martina Navarro,2025-03-10,08:05,17:00,485,1020,0,0,0,0
431,15,Martina Navarro,2025-03-11,08:05,17:00,485,1020,0,0,0,0
432,15,Martina Navarro,2025-03-12,08:00,17:00,480,1020,0,0,0,0
433,15,Martina Navarro,2025-03-13,08:10,17:00,490,1020,0,0,0,0
434,15,Martina Navarro,2025-03-14,08:15,17:00,495,1020,0,0,1,0
435,15,Martina Navarro,2025-03-15,08:00,17:00,480,1020,0,0,0,0
436,15,Martina Navarro,2025-03-16,08:00,17:00,480,1020,0,0,0,0
437,15,Martina Navarro,2025-03-17,08:00,17:00,480,1020,0,0,0,0
438,15,Martina Navarro,2025-03-18,08:05,17:00,485,1020,0,0,0,0
439,15,Martina Navarro,2025-03-19,08:10,17:00,490,1020,0,0,0,0
440,15,Martina Navarro,2025-03-20,,,0,0,1,1,0,0
441,15,Martina Navarro,2025-03-21,08:10,14:15,490,855,0,0,0,1
442,15,Martina Navarro,2025-03-22,08:00,17:00,480,1020,0,0,0,0
443,15,Martina Navarro,2025-03-23,08:05,17:00,485,1020,0,0,0,0
444,15,Martina Navarro,2025-03-24,08:00,16:00,480,960,0,0,0,1
445,15,Martina Navarro,2025-03-25,,,0,0,1,1,0,0
446,15,Martina Navarro,2025-03-26,08:05,17:00,485,1020,0,0,0,0
447,15,Martina Navarro,2025-03-27,08:10,14:15,490,855,0,0,0,1
448,15,Martina Navarro,2025-03-28,09:30,17:00,570,1020,0,0,1,0
449,15,Martina Navarro,2025-03-29,08:10,17:00,490,1020,0,0,0,0
450,15,Martina Navarro,2025-03-30,10:15,17:00,615,1020,0,0,1,0
451,16,Benjamín Ortega,2025-03-01,,,0,0,1,1,0,0
452,16,Benjamín Ortega,2025-03-02,08:05,17:00,485,1020,0,0,0,0
453,16,Benjamín Ortega,2025-03-03,08:10,17:00,490,1020,0,0,0,0
454,16,Benjamín Ortega,2025-03-04,10:45,17:00,645,1020,0,0,1,0
455,16,Benjamín Ortega,2025-03-05,09:45,17:00,585,1020,0,0,2,0
456,16,Benjamín Ortega,2025-03-06,,,0,0,1,1,0,0
457,16,Benjamín Ortega,2025-03-07,08:15,17:00,495,1020,0,0,1,0
458,16,Benjamín Ortega,2025-03-08,08:00,17:00,480,1020,0,0,0,0
459,16,Benjamín Ortega,2025-03-09,08:00,17:00,480,1020,0,0,0,0
460,16,Benjamín Ortega,2025-03-10,08:00,17:00,480,1020,0,0,0,0
461,16,Benjamín Ortega,2025-03-11,08:00,17:00,480,1020,0,0,0,0
462,16,Benjamín Ortega,2025-03-12,08:05,17:00,485,1020,0,0,0,0
463,16,Benjamín Ortega,2025-03-13,08:00,17:00,480,1020,0,0,0,0
464,16,Benjamín Ortega,2025-03-14,08:05,17:00,485,1020,0,0,0,0
465,16,Benjamín Ortega,2025-03-15,08:10,17:00,490,1020,0,0,0,0
466,16,Benjamín Ortega,2025-03-16,10:30,17:00,630,1020,0,0,1,0
467,16,Benjamín Ortega,2025-03-17,08:05,17:00,485,1020,0,0,0,0
468,16,Benjamín Ortega,2025-03-18,08:10,17:00,490,1020,0,0,0,0
469,16,Benjamín Ortega,2025-03-19,08:05,17:00,485,1020,0,0,0,0
470,16,Benjamín Ortega,2025-03-20,08:05,17:00,485,1020,0,0,0,0
471,16,Benjamín Ortega,2025-03-21,08:05,17:00,485,1020,0,0,0,0
472,16,Benjamín Ortega,2025-03-22,08:45,17:00,525,1020,0,0,1,0
473,16,Benjamín Ortega,2025-03-23,08:10,17:00,490,1020,0,0,0,0
474,16,Benjamín Ortega,2025-03-24,08:05,17:00,485,1020,0,0,0,0
475,16,Benjamín Ortega,2025-03-25,08:05,17:00,485,1020,0,0,0,0
476,16,Benjamín Ortega,2025-03-26,,,0,0,1,1,0,0
477,16,Benjamín Ortega,2025-03-27,09:15,17:00,555,1020,0,0,1,0
478,16,Benjamín Ortega,2025-03-28,,,0,0,1,1,0,0
479,16,Benjamín Ortega,2025-03-29,08:00,17:00,480,1020,0,0,0,0
480,16,Benjamín Ortega,2025-03-30,08:10,17:00,490,1020,0,0,0,0
481,17,Emilia Paredes,2025-03-01,08:00,17:00,480,1020,0,0,0,0
482,17,Emilia Paredes,2025-03-02,08:05,17:00,485,1020,0,0,0,0
483,17,Emilia Paredes,2025-03-03,08:05,17:00,485,1020,0,0,0,0
484,17,Emilia Paredes,2025-03-04,08:05,17:00,485,1020,0,0,0,0
485,17,Emilia Paredes,2025-03-05,08:00,17:00,480,1020,0,0,0,0
486,17,Emilia Paredes,2025-03-06,08:10,17:00,490,1020,0,0,0,0
487,17,Emilia Paredes,2025-03-07,08:00,17:00,480,1020,0,0,0,0
488,17,Emilia Paredes,2025-03-08,08:00,17:00,480,1020,0,0,0,0
489,17,Emilia Paredes,2025-03-09,08:10,17:00,490,1020,0,0,0,0
490,17,Emilia Paredes,2025-03-10,08:05,17:00,485,1020,0,0,0,0
491,17,Emilia Paredes,2025-03-11,08:05,17:00,485,1020,0,0,0,0
492,17,Emilia Paredes,2025-03-12,08:00,17:00,480,1020,0,0,0,0
493,17,Emilia Paredes,2025-03-13,08:10,17:00,490,1020,0,0,0,0
494,17,Emilia Paredes,2025-03-14,08:10,17:00,490,1020,0,0,0,0
495,17,Emilia Paredes,2025-03-15,08:10,17:00,490,1020,0,0,0,0
496,17,Emilia Paredes,2025-03-16,08:10,17:00,490,1020,0,0,0,0
497,17,Emilia Paredes,2025-03-17,08:05,17:00,485,1020,0,0,0,0
498,17,Emilia Paredes,2025-03-18,10:45,17:00,645,1020,0,0,1,0
499,17,Emilia Paredes,2025-03-19,08:00,17:00,480,1020,0,0,0,0
500,17,Emilia Paredes,2025-03-20,08:10,17:00,490,1020,0,0,0,0
501,17,Emilia Paredes,2025-03-21,08:00,17:00,480,1020,0,0,0,0
502,17,Emilia Paredes,2025-03-22,08:10,17:00,490,1020,0,0,0,0
503,17,Emilia Paredes,2025-03-23,08:30,17:00,510,1020,0,0,1,0
504,17,Emilia Paredes,2025-03-24,09:30,17:00,570,1020,0,0,2,0
505,17,Emilia Paredes,2025-03-25,08:05,17:00,485,1020,0,0,0,0
506,17,Emilia Paredes,2025-03-26,09:45,17:00,585,1020,0,0,1,0
507,17,Emilia Paredes,2025-03-27,08:10,17:00,490,1020,0,0,0,0
508,17,Emilia Paredes,2025-03-28,08:10,17:00,490,1020,0,0,0,0
509,17,Emilia Paredes,2025-03-29,10:45,17:00,645,1020,0,0,1,0
510,17,Emilia Paredes,2025-03-30,08:30,17:00,510,1020,0,0,2,0
511,18,Tomás Aguirre,2025-03-01,,,0,0,1,1,0,0
512,18,Tomás Aguirre,2025-03-02,08:10,17:00,490,1020,0,0,0,0
513,18,Tomás Aguirre,2025-03-03,,,0,0,1,1,0,0
514,18,Tomás Aguirre,2025-03-04,08:10,17:00,490,1020,0,0,0,0
515,18,Tomás Aguirre,2025-03-05,08:10,17:00,490,1020,0,0,0,0
516,18,Tomás Aguirre,2025-03-06,09:15,17:00,555,1020,0,0,1,0
517,18,Tomás Aguirre,2025-03-07,09:15,17:00,555,1020,0,0,2,0
518,18,Tomás Aguirre,2025-03-08,08:15,17:00,495,1020,0,0,3,0
519,18,Tomás Aguirre,2025-03-09,,,0,0,1,1,0,0
520,18,Tomás Aguirre,2025-03-10,,,0,0,1,2,0,0
521,18,Tomás Aguirre,2025-03-11,,,0,0,1,3,0,0
522,18,Tomás Aguirre,2025-03-12,09:30,17:00,570,1020,0,0,1,0
523,18,Tomás Aguirre,2025-03-13,,,0,0,1,1,0,0
524,18,Tomás Aguirre,2025-03-14,,,0,0,1,2,0,0
525,18,Tomás Aguirre,2025-03-15,08:10,17:00,490,1020,0,0,0,0
526,18,Tomás Aguirre,2025-03-16,08:00,17:00,480,1020,0,0,0,0
527,18,Tomás Aguirre,2025-03-17,08:10,17:00,490,1020,0,0,0,0
528,18,Tomás Aguirre,2025-03-18,,,0,0,1,1,0,0
529,18,Tomás Aguirre,2025-03-19,08:10,17:00,490,1020,0,0,0,0
530,18,Tomás Aguirre,2025-03-20,,,0,0,1,1,0,0
531,18,Tomás Aguirre,2025-03-21,08:10,17:00,490,1020,0,0,0,0
532,18,Tomás Aguirre,2025-03-22,08:10,17:00,490,1020,0,0,0,0
533,18,Tomás Aguirre,2025-03-23,,,0,0,1,1,0,0
534,18,Tomás Aguirre,2025-03-24,10:45,17:00,645,1020,0,0,1,0
535,18,Tomás Aguirre,2025-03-25,08:10,17:00,490,1020,0,0,0,0
536,18,Tomás Aguirre,2025-03-26,08:00,17:00,480,1020,0,0,0,0
537,18,Tomás Aguirre,2025-03-27,09:30,17:00,570,1020,0,0,1,0
538,18,Tomás Aguirre,2025-03-28,10:30,17:00,630,1020,0,0,2,0
539,18,Tomás Aguirre,2025-03-29,09:30,17:00,570,1020,0,0,3,0
540,18,Tomás Aguirre,2025-03-30,,,0,0,1,1,0,0
541,19,Isabella Ríos,2025-03-01,,,0,0,1,1,0,0
542,19,Isabella Ríos,2025-03-02,,,0,0,1,2,0,0
543,19,Isabella Ríos,2025-03-03,08:00,14:00,480,840,0,0,0,1
544,19,Isabella Ríos,2025-03-04,08:10,15:15,490,915,0,0,0,2
545,19,Isabella Ríos,2025-03-05,,,0,0,1,1,0,0
546,19,Isabella Ríos,2025-03-06,,,0,0,1,2,0,0
547,19,Isabella Ríos,2025-03-07,08:00,17:00,480,1020,0,0,0,0
548,19,Isabella Ríos,2025-03-08,08:00,17:00,480,1020,0,0,0,0
549,19,Isabella Ríos,2025-03-09,,,0,0,1,1,0,0
550,19,Isabella Ríos,2025-03-10,08:10,15:30,490,930,0,0,0,1
551,19,Isabella Ríos,2025-03-11,10:30,17:00,630,1020,0,0,1,0
552,19,Isabella Ríos,2025-03-12,,,0,0,1,1,0,0
553,19,Isabella Ríos,2025-03-13,08:00,17:00,480,1020,0,0,0,0
554,19,Isabella Ríos,2025-03-14,08:00,17:00,480,1020,0,0,0,0
555,19,Isabella Ríos,2025-03-15,08:10,14:30,490,870,0,0,0,1
556,19,Isabella Ríos,2025-03-16,08:00,17:00,480,1020,0,0,0,0
557,19,Isabella Ríos,2025-03-17,,,0,0,1,1,0,0
558,19,Isabella Ríos,2025-03-18,,,0,0,1,2,0,0
559,19,Isabella Ríos,2025-03-19,,,0,0,1,3,0,0
560,19,Isabella Ríos,2025-03-20,08:00,15:30,480,930,0,0,0,1
561,19,Isabella Ríos,2025-03-21,09:45,17:00,585,1020,0,0,1,0
562,19,Isabella Ríos,2025-03-22,08:10,17:00,490,1020,0,0,0,0
563,19,Isabella Ríos,2025-03-23,08:00,17:00,480,1020,0,0,0,0
564,19,Isabella Ríos,2025-03-24,08:00,16:15,480,975,0,0,0,1
565,19,Isabella Ríos,2025-03-25,09:15,17:00,555,1020,0,0,1,0
566,19,Isabella Ríos,2025-03-26,,,0,0,1,1,0,0
567,19,Isabella Ríos,2025-03-27,08:10,17:00,490,1020,0,0,0,0
568,19,Isabella Ríos,2025-03-28,,,0,0,1,1,0,0
569,19,Isabella Ríos,2025-03-29,,,0,0,1,2,0,0
570,19,Isabella Ríos,2025-03-30,,,0,0,1,3,0,0
571,20,Santiago Romero,2025-03-01,10:30,17:00,630,1020,0,0,1,0
572,20,Santiago Romero,2025-03-02,08:15,17:00,495,1020,0,0,2,0
573,20,Santiago Romero,2025-03-03,08:00,17:00,480,1020,0,0,0,0
574,20,Santiago Romero,2025-03-04,08:10,17:00,490,1020,0,0,0,0
575,20,Santiago Romero,2025-03-05,09:45,17:00,585,1020,0,0,1,0
576,20,Santiago Romero,2025-03-06,,,0,0,1,1,0,0
577,20,Santiago Romero,2025-03-07,,,0,0,1,2,0,0
578,20,Santiago Romero,2025-03-08,08:00,17:00,480,1020,0,0,0,0
579,20,Santiago Romero,2025-03-09,10:15,17:00,615,1020,0,0,1,0
580,20,Santiago Romero,2025-03-10,08:05,17:00,485,1020,0,0,0,0
581,20,Santiago Romero,2025-03-11,,,0,0,1,1,0,0
582,20,Santiago Romero,2025-03-12,09:15,17:00,555,1020,0,0,1,0
583,20,Santiago Romero,2025-03-13,09:15,17:00,555,1020,0,0,2,0
584,20,Santiago Romero,2025-03-14,08:10,17:00,490,1020,0,0,0,0
585,20,Santiago Romero,2025-03-15,08:10,17:00,490,1020,0,0,0,0
586,20,Santiago Romero,2025-03-16,10:30,17:00,630,1020,0,0,1,0
587,20,Santiago Romero,2025-03-17,,,0,0,1,1,0,0
588,20,Santiago Romero,2025-03-18,08:15,17:00,495,1020,0,0,1,0
589,20,Santiago Romero,2025-03-19,08:00,15:30,480,930,0,0,0,1
590,20,Santiago Romero,2025-03-20,08:05,17:00,485,1020,0,0,0,0
591,20,Santiago Romero,2025-03-21,08:05,17:00,485,1020,0,0,0,0
592,20,Santiago Romero,2025-03-22,08:00,17:00,480,1020,0,0,0,0
593,20,Santiago Romero,2025-03-23,08:10,15:00,490,900,0,0,0,1
594,20,Santiago Romero,2025-03-24,08:10,17:00,490,1020,0,0,0,0
595,20,Santiago Romero,2025-03-25,08:10,17:00,490,1020,0,0,0,0
596,20,Santiago Romero,2025-03-26,08:05,17:00,485,1020,0,0,0,0
597,20,Santiago Romero,2025-03-27,10:45,17:00,645,1020,0,0,1,0
598,20,Santiago Romero,2025-03-28,08:45,17:00,525,1020,0,0,2,0
599,20,Santiago Romero,2025-03-29,08:05,17:00,485,1020,0,0,0,0
600,20,Santiago Romero,2025-03-30,08:30,17:00,510,1020,0,0,1,0
